ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,zfin_id_symbol,hgnc_symbol,description,entrezgene
ENSDARG00000000241,3107.8149387900644,-0.7201057148478505,0.1722391683263808,-4.180847607689919,2.904244640519919e-5,8.765366347527088e-4,slc40a1,,"solute carrier family 40 (iron-regulated transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-000511-8]",58153
ENSDARG00000000369,305.9036583495014,-0.8007422043143877,0.1656997846212188,-4.832487900601943,1.3483730912218792e-6,7.26098909622982e-5,prkag3b,,"protein kinase, AMP-activated, gamma 3b non-catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-060421-6938]",678619
ENSDARG00000000380,368.9676923373958,-1.2730470554748217,0.34375787296740795,-3.7033247980200312,2.127921577527287e-4,0.004080698710173518,pde6a,,"phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:ZFIN;Acc:ZDB-GENE-030616-42]",368410
ENSDARG00000000529,334.7537374738645,-0.7189497837987451,0.24903381234678956,-2.886956502105741,0.0038898800339215076,0.03526148967022154,ofd1,,oral-facial-digital syndrome 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5427],327216
ENSDARG00000000760,110.47691460615385,-0.6555246078532422,0.22224906878563616,-2.9495044070826197,0.0031828403353069755,0.03047684160187886,znf511,,zinc finger protein 511 [Source:ZFIN;Acc:ZDB-GENE-030616-621],368916
ENSDARG00000000857,798.731130840548,1.0617947311247855,0.14781202658855655,7.183412308393237,6.799265296185571e-13,2.1358192111642926e-10,mapk14a,,mitogen-activated protein kinase 14a [Source:ZFIN;Acc:ZDB-GENE-010202-2],65237
ENSDARG00000001014,7737.662889232188,0.67590758433741,0.140200872965707,4.8209941210760965,1.4284456751226198e-6,7.583839397710867e-5,myh9b,,"myosin, heavy chain 9b, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030131-998]",561431
ENSDARG00000001431,6159.527556543372,1.0365887327259042,0.21595448632470832,4.80003333279816,1.5863922427102583e-6,8.286243268678501e-5,actn3b,,actinin alpha 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2040],323320
ENSDARG00000001442,281.38359668143187,-0.8006575007005547,0.2552301582556987,-3.137001936496969,0.001706849998501045,0.01972622694261246,inppl1b,,inositol polyphosphate phosphatase-like 1b [Source:ZFIN;Acc:ZDB-GENE-030616-75],368433
ENSDARG00000001452,222.4641081516281,0.9902605529734192,0.31622791982386594,3.131477301324244,0.0017392923062639505,0.0199987666958677,adam8a,,ADAM metallopeptidase domain 8a [Source:ZFIN;Acc:ZDB-GENE-030616-622],368917
ENSDARG00000001558,403.95051389831883,-0.9906519759800488,0.2559421129720271,-3.870609508050443,1.0856357491442879e-4,0.002414338617344775,kifc1,,kinesin family member C1 [Source:ZFIN;Acc:ZDB-GENE-000208-21],30453
